titulares,medio,titulares_norm
fuerte cuestionamiento contra wanda nara por regalarle un caballo a su hija: “montar o comer animales no tiene nada que ver con amarlos” ,infobae,"fuerte cuestionamiento wanda nara regalar caballo hija "" montar comer animal tener ver amar """
cómo abrir dos cuentas de whatsapp web en la computadora al mismo tiempo ,infobae,cómo abrir dos cuenta whatsapp web computadora mismo tiempo
coronavirus en argentina: confirmaron 526 muertes y 24.065 contagios en las últimas 24 horas ,infobae,coronaviru argentino confirmar 526 muerte 24065 contagio último 24 hora
"tienen 18 y 19 años y cayeron tras robar dos casas en castelar: en sus domicilios encontraron miles de dólares, euros y hasta coronas checas ",infobae,tener 18 19 año caer tras robar dos casa castelar domicilio encontrar mil dólar euro corona checo
river hizo una oferta por una de las figuras de la selección argentina sub 23 que se prepara para los juegos olímpicos ,infobae,river hacer oferta figura selección argentino sub 23 preparar juego olímpico
el aterrador relato de una sobreviviente del derrumbe en miami: “algo sobrenatural me despertó” ,infobae,"aterrador relato sobreviviente derrumbe miami "" sobrenatural despertar """
ucrania logró un agónico triunfo ante suecia y jugará los cuartos de final de la eurocopa por primera vez en su historia ,infobae,ucranio lograr agónico triunfo suecia jugar cuarto final eurocopa primero vez historia
tres factores que le ponen un techo a la escalada del dólar libre ,infobae,tres factor poner techo escalada dólar libre
"mercado pago sube las comisiones a 1,5 millón de cuentapropistas y culpa a una norma del bcra  fernando meaños ",infobae,mercado pago subir comisión 15 millón cuentapropista culpa norma bcra fernar meaño
el impacto de las restricciones: cuáles son las aerolíneas que suspendieron sus operaciones en la argentina ,infobae,impacto restricción cuál ser aerolínea suspender operación argentino
zlatan ibrahimovic hizo un peligroso salto desde un barco en sus vacaciones que hizo furor en las redes ,infobae,zlatan ibrahimovic hacer peligroso salto barco vacaciones hacer furor red
murió un argentino varado en miami al caer del piso 14 de una torre ,infobae,morir argentino varado miami caer piso 14 torre
habrá un “segundo boletín” para los alumnos porteños que deben materias: cómo se implementará  maximiliano fernández ,infobae,"haber "" segundo boletín "" alumno porteño deber materia cómo implementar maximiliano fernández"
"elmer huerta: ""la clave para controlar la variante delta de coronavirus está en la vacunación masiva"" ",infobae,"elmer huerta "" clave controlar variante delta coronaviru vacunación masivo """
una abogada argentina criticó el doble estándar que hay en derechos humanos en el país en un foro internacional: “las autoridades dicen una cosa y después hacen otra” ,infobae,"abogada argentino criticar doble estándar haber derecho humanos país foro internacional "" autoridad decir cosa después hacer """
" cameron diaz y anne hathaway se esconden de las cámaras, britney spears de vacaciones y la salida romántica de jennifer lopez y ben affleck ",infobae,cameron diaz anne hathaway esconder cámara britney spears vacaciones salida romántico jennifer lopez ben affleck
el presidente del parlamento sueco ofreció al opositor kristersson la posibilidad de formar gobierno ,infobae,presidente parlamento sueco ofrecer opositor kristersson posibilidad formar gobierno
roger federer estuvo contra las cuerdas pero debutó con un triunfo en wimbledon: el golpe que dejó boquiabierto a su rival ,infobae,roger federer cuerda debutar triunfo wimbledon golpe dejar boquiabierto rival
la alcaldesa de miami respalda una investigación oficial sobre el derrumbe del edificio ,infobae,alcaldesa miami respaldar investigación oficial derrumbe edificio
ejecuciones con tiros en la cabeza y una deuda: así fue el crimen mafioso de los dos hermanos de mendoza  miguel prieto toledo ,infobae,ejecución tiro cabeza deuda así ser crimen mafioso dos hermano mendoza miguel prieto toledo
"luchar contra los “medios hegemónicos”, cuidarse en las redes, y militar la salud pública: el adoctrinamiento del instituto patria a sus militantes ",infobae,"luchar "" medio hegemónico "" cuidar red militar salud público adoctrinamiento instituto patria militante"
serena williams se lesionó y abandonó wimbledon entre lágrimas: no se despedía en la ronda inicial de un grand slam desde 2012 ,infobae,serena willio lesionar abandonar wimbledon lágrima despedir ronda inicial grand slam 2012
constitucionalistas alertaron sobre la ilegalidad de las últimas medidas adoptadas por el gobierno para los argentinos que viajaron al exterior ,infobae,constitucionalista alertar ilegalidad último medida adoptado gobierno argentino viajar exterior
el príncipe harry incumplió una orden de la reina isabel: el revelador detalle en el acta de nacimiento de lilibet diana ,infobae,príncipe harry incumplir orden reina isabel revelador detalle acta nacimiento lilibet diana
estuve con barbijo cerca de una persona con covid-19: ¿tengo que aislarme igual? ,infobae,barbijo cerca persona covid-19 tener aislar igual
  coronavirus en argentina: confirmaron 526 muertes y 24.065 contagios en las últimas 24 horas ,infobae,coronaviru argentino confirmar 526 muerte 24065 contagio último 24 hora
el impacto de las restricciones aéreas: se perdieron cinco córneas para trasplantes por un vuelo cancelado desde eeuu  tomás peiró ,infobae,impacto restricción aéreo perder cinco córnea trasplante vuelo cancelado eeuu tomás peiró
argentina ocupa el último lugar en un ranking de resiliencia frente a la pandemia ,infobae,argentino ocupar último lugar ranking resiliencia frente pandemia
felipe solá intentó explicarle al secretario de estado de biden la posición argentina frente a la dictadura de nicaragua ,infobae,felipe solá intentar explicar secretario biden posición argentino frente dictadura nicaragua
se sortea el próximo torneo de primera división: cuándo comenzará y cómo será el formato ,infobae,sortear próximo torneo primero división cuándo comenzar cómo ser formato
"liebig, el pueblo que llamaban “la cocina más grande del mundo”, se derrumbó y hoy quiere ser un shopping a cielo abierto  juan manuel mannarino ",infobae,"lebir pueblo llamar "" cocina grande mundo "" derrumbar hoy querer ser shopping cielo abierto juan manuel mannarino"
gol de argentina. lo hizo lionel messi a los 47' del st. argentina 3 - ecuador 0 ,infobae,gol argentino hacer lionel messi 47 st argentino 3 - ecuador 0
gol de argentina. lo hizo lautaro martínez a los 39' del st. argentina 2 - ecuador 0  ,infobae,gol argentino hacer lautaro martínez 39 st argentino 2 - ecuador 0
guía del bcra: cómo solucionar 5 problemas habituales cuando usamos el sistema financiero ,infobae,guía bcra cómo solucionar 5 problema habitual usar sistema financiero
"quién era graciela cattarossi, la reconocida fotógrafa argentina que murió en el derrumbe de miami: “la quería todo el mundo” ",infobae,"quién ser graciela cattarossi reconocido fotógrafa argentino morir derrumbe miami "" querer mundo """
polémica en argentina-ecuador: lautaro martínez se iba solo y el árbitro detuvo el partido ,infobae,polémica argentina-ecuador lautaro martínez ir solo árbitro detener partido
"quién era la reconocida fotógrafa argentina que murió tras el colapso del edificio: ""era querida por todo el mundo"" ",infobae,"quién ser reconocido fotógrafa argentino morir tras colapso edificio "" ser querido mundo """
oscar de la hoya volvió a criticar las lecciones del canelo álvarez como entrenador ,infobae,oscar hoya volver criticar lección canelo álvarez entrenador
"con inglaterra, dinamarca, italia y españa, así quedaron las semifinales de la eurocopa: días, horarios y todo lo que hay que saber ",infobae,inglaterra dinamarco italio españa así quedar semifinal eurocopa día horario haber saber
comenzó el segundo tiempo. argentina le gana 1 a 0 a ecuador por los cuartos de final de la copa américa ,infobae,comenzar segundo tiempo argentino ganar 1 0 ecuador cuarto final copa américo
elisa carrió renunció a competir en las paso tras la confirmación de facundo manes como candidato: “solo lo hacía por la unidad de los argentinos y de juntos por el cambio” ,infobae,"elisa carrió renunciar competir paso tras confirmación facundo man candidato "" solo hacer unidad argentino junto cambio """
una falla inesperada y un disparo al palo: la inmejorable situación que no aprovechó messi ,infobae,fallar inesperado disparo palo inmejorable situación aprovechar messi
terminó el primer tiempo. argentina le gana a ecuador en el duelo por un lugar en las semifinales de la copa américa ,infobae,terminar primero tiempo argentino ganar ecuador duelo lugar semifinal copa américo
bochornosa discusión en wimbledon: acusó a su rival de inventar una lesión y se cruzaron en la red ,infobae,bochornoso discusión wimbledon acusar rival inventar lesión cruzar red
gol de argentina. lo hizo rodrigo de paul a los 39' del pt. argentina 1 - ecuador 0 ,infobae,gol argentino hacer rodrigo paul 39 pt argentino 1 - ecuador 0
"derrumbe de miami: encontraron el cuerpo de graciela cattarossi, la fotógrafa argentina ",infobae,derrumbe miami encontrar cuerpo graciela cattarossi fotógrafa argentino
"juan guaidó le respondió a alberto fernández: “no están desapareciendo las violaciones a los ddhh, están desapareciendo los seres humanos” ",infobae,"juan guadar responder alberto fernández "" desaparecer violación ddhh desaparecer ser humano """
denuncias de violaciones en el sanatorio güemes: para la abogada de las víctimas “el abusador no pudo actuar solo” ,infobae,"denuncia violación sanatorio güeme abogada víctima "" abusador poder actuar solo """
“¡dejame morir!”: estuvo 16 días internado por covid-19 y cuando se rindió fue salvado “por un ángel”  fernanda jara ,infobae,""" dejamer morir "" 16 día internado covid-19 rendir ser salvar "" ángel "" fernanda jara"
científicos hallaron una posible explicación al covid prolongado ,infobae,científico hallar posible explicación covid prolongado
